Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
FRIO3,220.0,-8.73,-2.05,0.468,"0,00%",0.522,-1.47,9.93,-1.06,25.12,15.61,"4,72%","-4,53%",0.67,"7,44%","23,53%",127377.0,-439858000.0,-3.48,"10,06%"
MNPR4,4.63,-8.15,-0.1,0.087,"0,00%",0.099,-0.09,0.5,-0.07,0.5,0.43,"17,47%","-1,06%",0.34,"21,00%","1,25%",0.0,-322426000.0,0.0,"16,20%"
SEMP3,16.86,-8.12,1.36,15.081,"0,00%",1.201,15.67,-4.42,15.67,-4.07,-4.07,"-340,98%","-185,82%",1.64,"-30,21%","-16,81%",0.0,118441000.0,0.0,"-10,37%"
RCSL4,0.88,-8.1,965.64,1.813,"0,00%",1.827,13.46,-56.6,-3.6,-56.58,-160.18,"-3,20%","-22,70%",1.38,"-3,35%","-11.920,70%",2864700.0,116000.0,0.0,"41,90%"
AZEV4,2.0,-7.98,2.4,0.684,"0,00%",0.558,-8.63,-3.57,-1.53,-4.01,-7.44,"-19,15%","-8,58%",0.86,"-17,92%","-30,05%",4905320.0,140013000.0,0.31,"454,92%"
AZEV3,1.99,-7.94,2.39,0.681,"0,00%",0.555,-8.59,-3.56,-1.53,-3.99,-7.4,"-19,15%","-8,58%",0.86,"-17,92%","-30,05%",1515190.0,140013000.0,0.31,"454,92%"
SZPQ4,6.64,-7.85,2.2,0.855,"0,00%",0.744,2.62,-20.31,-3.17,-22.77,-22.77,"-4,21%","-10,89%",2.97,"-3,77%","-28,00%",0.0,684467000.0,0.3,"-11,71%"
TEND3,14.53,-7.73,2.0,0.644,"0,00%",0.392,3.5,18.65,-1.19,24.02,14.8,"3,45%","-8,59%",1.31,"2,62%","-25,84%",37666900.0,895290000.0,1.41,"9,13%"
CBAV3,5.0,-7.65,0.62,0.403,"6,92%",0.221,1.09,-9.36,-0.84,-19.24,24.11,"-4,30%","-4,10%",2.26,"-2,82%","-8,14%",19955200.0,4784200000.0,0.93,"-20,29%"
MEDI3,11.55,-7.52,1.89,0.374,"0,00%",0.824,-10.02,-9.11,-3.31,-6.61,-6.61,"-4,11%","-4,98%",0.79,"-12,30%","-25,13%",0.0,426164000.0,0.02,"13,02%"
ENJU3,1.59,-7.31,0.91,1.952,"0,00%",0.742,1.25,-4.61,1.34,-0.7,-1.05,"-42,30%","-26,70%",5.06,"-51,68%","-12,45%",923310.0,353986000.0,0.0,"25,24%"
SEER3,8.65,-7.0,0.92,0.622,"0,00%",0.325,13.7,5.6,-0.75,8.23,3.8,"11,10%","-8,88%",1.13,"6,21%","-13,22%",9068660.0,1203790000.0,0.59,"10,20%"
TCNO3,1.2,-6.81,-8.4,0.0,"0,00%",0.034,-0.08,-2.87,-0.04,-15.11,-17.45,"0,00%","0,00%",0.28,"-1,59%","123,36%",0.0,-946000.0,-35.76,"-32,39%"
PCAR4,72.11,-6.35,3.88,28.731,"0,00%",0.859,10.23,-69.82,-2.0,-78.1,96.85,"-41,15%","-426,84%",1.32,"-1,69%","-61,20%",0.0,5016000000.0,1.21,"-60,47%"
BRFS3,13.8,-6.29,1.64,0.43,"0,00%",0.392,3.66,982.63,-1.47,1444.71,10.75,"0,04%","-6,63%",1.29,"0,07%","-26,15%",192418000.0,14121800000.0,1.58,"17,07%"
BIOM3,5.91,-6.17,5.32,4.229,"0,00%",1.551,15.15,-7.53,-4.43,-9.1,-9.01,"-56,17%","-68,60%",1.4,"-26,04%","-86,26%",77435.3,99012000.0,1.58,"108,78%"
PCAR5,67.12,-5.91,3.61,26.743,"0,00%",0.799,9.52,-64.99,-1.86,-73.27,90.86,"-41,15%","-426,84%",1.32,"-1,69%","-61,20%",0.0,5016000000.0,1.21,"-60,47%"
MWET3,13.3,-5.72,-2.64,0.098,"0,00%",0.096,-1.13,-4.35,-0.15,-16.53,-53.54,"-2,25%","-1,72%",0.82,"-2,45%","46,11%",0.0,-10384000.0,-7.44,"16,73%"
BLUT3,5.14,-5.63,0.46,0.0,"0,00%",0.138,-0.76,-42.93,-0.2,-53.97,-53.97,"0,00%","0,00%",0.0,"-0,33%","-8,24%",3091.81,56569000.0,0.12,"0,00%"
BUET3,24.99,-5.46,-0.97,1.961,"0,00%",0.572,-0.67,-13.13,-0.39,-22.6,-36.32,"-14,93%","-35,93%",0.11,"-5,95%","17,79%",0.0,-124674000.0,-0.7,"4,55%"
GPAR3,50.0,-5.43,5.48,2138.41,"0,00%",5.242,18.65,865.11,21.2,825.19,751.14,"247,18%","-39.409,10%",30.83,"0,80%","-100,98%",116.28,727046000.0,0.0,"-61,20%"
TLCP3,48.0,-5.02,1.76,0.824,"0,00%",0.533,-2.76,-26.61,-1.33,-43.86,-43.86,"-3,10%","-16,40%",0.61,"-2,52%","-35,04%",0.0,262979000.0,1.21,"9,09%"
LFFE4,3.89,-4.91,4.08,0.0,"0,00%",3.599,0.0,-26.5,0.0,-23.11,10.9,"0,00%","0,00%",0.0,"0,00%","-83,10%",0.0,51892000.0,0.0,"0,00%"
CGOS3,26.2,-4.85,1.89,0.509,"0,00%",0.167,-0.83,-256.6,-0.25,-570.29,-570.29,"-0,20%","-10,48%",0.54,"-0,08%","-39,02%",0.0,453387000.0,2.48,"8,97%"
TCNO4,0.85,-4.82,-5.95,0.0,"0,00%",0.024,-0.06,-2.04,-0.03,-14.27,-16.48,"0,00%","0,00%",0.28,"-1,59%","123,36%",0.0,-946000.0,-35.76,"-32,39%"
AALR3,10.51,-4.72,1.22,1.077,"0,00%",0.452,-5.56,58.27,-1.15,93.74,14.46,"1,85%","-22,10%",0.74,"0,91%","-25,92%",1039170.0,1015110000.0,1.04,"3,54%"
AZUL4,16.3,-4.64,-0.27,0.313,"0,00%",0.289,-0.7,2.24,-0.16,12.16,6.26,"14,02%","-6,75%",0.42,"15,57%","5,74%",207230000.0,-21286100000.0,-1.25,"19,69%"
KRSA3,1.27,-4.63,0.97,0.44,"0,00%",0.206,1.49,3.84,-0.43,12.53,7.6,"11,46%","-8,85%",1.92,"6,13%","-20,93%",920960.0,1013980000.0,2.4,"16,13%"
PRML3,11.52,-4.41,1.98,18.612,"0,00%",0.581,23.0,-30.33,-0.93,-63.15,1640.31,"-61,36%","-424,99%",2.02,"-1,96%","-44,84%",0.0,2192720000.0,2.18,"32,85%"
CVCB3,3.96,-4.34,4.77,1.649,"0,00%",0.517,-5.03,-360.22,-1.51,-427.82,12.09,"-0,46%","-37,97%",0.84,"-0,21%","-109,80%",80698300.0,436424000.0,1.73,"-4,33%"
MRFG3,9.81,-4.23,1.49,0.067,"0,00%",0.068,0.95,10.84,-0.17,48.95,5.43,"0,62%","-3,97%",1.22,"0,91%","-35,29%",91024500.0,6129530000.0,9.09,"32,66%"
ADHM3,1.56,-4.09,-1.29,770.924,"0,00%",105.126,-1.43,-5.69,-1.27,-5.69,-5.81,"-13.548,50%","-18.860,60%",0.0,"521,70%","31,47%",2064.0,-19776000.0,0.0,"43,48%"
BUET4,18.49,-4.04,-0.72,1.451,"0,00%",0.423,-0.5,-9.72,-0.29,-19.18,-30.83,"-14,93%","-35,93%",0.11,"-5,95%","17,79%",0.0,-124674000.0,-0.7,"4,55%"
PMET5,0.65,-3.95,-0.16,4.518,"0,00%",30.248,-0.22,89.99,-0.16,503.88,503.88,"5,02%","-114,49%",0.01,"38,97%","4,10%",0.0,-290863000.0,-0.74,"37,74%"
LFFE3,3.11,-3.92,3.26,0.0,"0,00%",2.877,0.0,-21.18,0.0,-17.8,8.39,"0,00%","0,00%",0.0,"0,00%","-83,10%",0.0,51892000.0,0.0,"0,00%"
IFCM3,1.56,-3.88,0.73,0.933,"0,00%",0.31,-38.21,-21.96,-1.02,-34.22,12.69,"-4,25%","-24,04%",0.97,"-1,76%","-18,75%",13261600.0,1366400000.0,0.56,"34,07%"
CEED4,22.0,-3.82,-0.51,0.306,"0,00%",0.202,-5.33,2.75,-0.2,7.84,6.16,"11,15%","-8,03%",0.91,"9,65%","13,27%",2131.16,-2965540000.0,-1.38,"11,62%"
FBMC3,80.0,-3.78,-0.92,3.858,"0,00%",1.384,-1.79,-2.85,-0.64,-3.31,-3.69,"-135,59%","-101,97%",0.31,"-64,70%","24,19%",0.0,-63552000.0,-0.15,"-31,66%"
BRKM3,21.59,-3.65,3.43,0.236,"0,00%",0.187,1.31,-5.67,-0.34,-13.52,18.54,"-4,17%","-6,89%",1.54,"-5,06%","-93,87%",1295810.0,5022600000.0,8.47,"13,67%"
BRKM5,21.42,-3.62,3.4,0.234,"0,00%",0.186,1.3,-5.62,-0.34,-13.48,18.48,"-4,17%","-6,89%",1.54,"-5,06%","-93,87%",100754000.0,5022600000.0,8.47,"13,67%"
TLCP4,34.11,-3.57,1.25,0.586,"0,00%",0.379,-1.96,-18.91,-0.95,-36.16,-36.16,"-3,10%","-16,40%",0.61,"-2,52%","-35,04%",0.0,262979000.0,1.21,"9,09%"
CEED3,20.0,-3.47,-0.46,0.279,"0,00%",0.184,-4.85,2.5,-0.18,7.59,5.96,"11,15%","-8,03%",0.91,"9,65%","13,27%",1628.05,-2965540000.0,-1.38,"11,62%"
BECE3,9.1,-3.42,8.72,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-255,20%",0.0,96496000.0,0.0,"12,81%"
BECE4,8.75,-3.29,8.38,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-255,20%",0.0,96496000.0,0.0,"12,81%"
NORD3,3.56,-3.14,-0.15,10.448,"0,00%",1.268,-0.15,-63.02,-0.14,-164.45,-164.45,"-16,58%","-332,85%",0.01,"-2,04%","4,80%",661.93,-156430000.0,-0.24,"13,25%"
TPIS3,4.12,-2.91,0.21,0.189,"4,46%",0.064,-0.48,-2.83,-0.1,-26.51,18.63,"-6,69%","-6,91%",0.27,"-2,39%","-7,27%",222938.0,858180000.0,1.82,"0,95%"
PNOR5,1.87,-2.9,0.55,0.354,"0,00%",0.205,0.7,8.52,-2.32,4.57,4.57,"4,15%","-11,74%",2.5,"3,61%","-18,84%",0.0,158071000.0,0.42,"1,34%"
PNOR6,1.87,-2.9,0.55,0.354,"0,00%",0.205,0.7,8.52,-2.32,4.57,4.57,"4,15%","-11,74%",2.5,"3,61%","-18,84%",0.0,158071000.0,0.42,"1,34%"
STRP4,0.21,-2.85,-0.43,0.416,"0,00%",0.111,-0.18,-0.45,-0.09,-1.15,-1.15,"-91,82%","-14,58%",0.13,"-25,49%","14,95%",0.0,-12498000.0,-0.66,"-36,39%"
MBLY3,2.14,-2.82,0.46,0.397,"0,00%",0.292,0.83,-2.75,1.6,-3.26,-20.87,"-14,43%","-14,07%",2.76,"-14,28%","-16,44%",4842390.0,491793000.0,0.37,"-10,26%"
CTSA3,4.76,-2.69,0.57,1.229,"0,00%",0.21,2.57,-2.26,-0.63,-5.27,-6.48,"-54,35%","-45,69%",1.37,"-10,65%","-21,36%",383432.0,230512000.0,0.91,"-24,78%"
MLAS3,2.33,-2.67,0.54,0.507,"0,00%",0.328,0.61,-2.63,0.9,-2.68,-2.97,"-19,30%","-19,01%",3.45,"-16,50%","-20,23%",7307050.0,3542230000.0,0.26,"-7,77%"
MWET4,6.2,-2.66,-1.23,0.046,"0,00%",0.045,-0.53,-2.03,-0.07,-14.21,-46.01,"-2,25%","-1,72%",0.82,"-2,45%","46,11%",21066.6,-10384000.0,-7.44,"16,73%"
BAHI3,8.07,-2.62,4.94,0.564,"0,00%",0.341,-0.91,-16.08,-0.4,-29.56,78.31,"-3,51%","-22,11%",0.13,"-2,19%","-188,32%",36470.8,43092000.0,4.38,"63,05%"
LIXC3,1.75,-2.62,1.52,395.995,"0,00%",0.069,0.28,-4.21,3.84,-6.37,-6.68,"-9.413,21%","-14.386,80%",1.34,"-1,90%","-57,85%",0.0,13842000.0,0.79,"-75,90%"
AGXY3,3.71,-2.51,0.62,0.061,"1,07%",0.081,2.77,1.44,-0.96,3.81,2.82,"4,25%","-2,34%",1.04,"11,13%","-24,61%",269023.0,1024290000.0,1.73,"34,89%"
BRKM6,14.85,-2.51,2.36,0.162,"0,00%",0.129,0.9,-3.9,-0.24,-11.75,16.12,"-4,17%","-6,89%",1.54,"-5,06%","-93,87%",2588.65,5022600000.0,8.47,"13,67%"
WEST3,1.39,-2.49,0.56,0.73,"0,00%",0.421,0.99,-1.75,1.14,-0.36,-0.49,"-41,75%","-29,31%",3.16,"-47,01%","-22,68%",295975.0,272425000.0,0.07,"-16,69%"
BICB4,8.25,-2.43,2.21,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-91,00%",0.0,944626000.0,0.0,"-31,19%"
BICB3,8.0,-2.35,2.14,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-91,00%",0.0,944626000.0,0.0,"-31,19%"
ARLA4,3.38,-2.21,-0.62,2.137,"0,00%",0.442,-0.31,-6.74,-0.29,-17.87,-17.87,"-31,72%","-96,55%",0.1,"-13,71%","28,00%",0.0,-24319000.0,-1.02,"-47,46%"
TRAD3,0.89,-2.17,0.52,4.415,"0,00%",0.49,2.2,-3.16,2.21,-1.83,-2.53,"-139,84%","-203,60%",4.63,"-19,61%","-24,05%",717836.0,477113000.0,0.0,"-40,70%"
LIXC4,1.45,-2.17,1.26,328.11,"0,00%",0.057,0.23,-3.49,3.18,-5.65,-5.92,"-9.413,21%","-14.386,80%",1.34,"-1,90%","-57,85%",0.0,13842000.0,0.79,"-75,90%"
MMXM3,14.0,-2.17,-0.11,0.0,"0,00%",0.71,-0.1,4.7,-0.09,18.64,18.64,"0,00%","0,00%",0.01,"25,93%","4,97%",0.0,-842661000.0,-0.32,"-28,51%"
APTI4,3500.0,-2.16,0.31,1.921,"0,00%",0.139,0.39,-25.39,-0.89,-19.68,-63.7,"-7,56%","-89,04%",9.26,"-0,64%","-14,45%",0.0,213107000.0,0.25,"-2,97%"
OGXP3,1.63,-2.15,-0.98,0.0,"0,00%",0.925,0.0,-16.46,0.0,-16.46,-16.46,"0,00%","0,00%",0.0,"0,00%","45,53%",0.0,-53901000.0,0.0,"0,00%"
GFSA3,7.19,-2.09,0.27,0.383,"0,00%",0.086,0.25,-3.82,5.9,-18.02,-24.43,"-10,02%","-18,29%",2.03,"-2,40%","-12,88%",20346500.0,1687910000.0,1.16,"31,32%"
VTLM3,0.79,-2.07,-0.65,390.404,"0,00%",53.237,-0.72,-2.88,-0.64,-2.88,-2.94,"-13.548,50%","-18.860,60%",0.0,"521,70%","31,47%",0.0,-19776000.0,0.0,"43,48%"
SJOS3,1.19,-2.02,-0.09,8.94,"0,00%",3.866,-0.1,-80.33,-0.09,-213.11,-213.11,"-11,13%","-442,57%",0.02,"0,49%","4,54%",0.0,-175230000.0,-0.16,"2,37%"
GSHP3,16.5,-1.89,-0.04,0.202,"0,00%",0.02,-0.52,0.7,-0.01,39.66,37.91,"28,76%","-10,72%",0.81,"3,11%","2,01%",483.09,-840571000.0,-2.21,"4,39%"
ARCZ3,3.66,-1.88,1.95,1.096,"0,00%",0.369,1.53,9.5,-0.84,28.18,28.18,"11,54%","-58,02%",2.86,"4,03%","-103,98%",0.0,1934210000.0,3.92,"0,75%"
ARCZ6,3.63,-1.86,1.94,1.087,"0,00%",0.366,1.52,9.42,-0.84,28.1,28.1,"11,54%","-58,02%",2.86,"4,03%","-103,98%",0.0,1934210000.0,3.92,"0,75%"
BISA3,1.58,-1.77,1.18,1.692,"0,00%",0.321,0.86,-4.02,-7.64,-6.21,-9.28,"-42,05%","-96,36%",2.22,"-8,50%","-66,94%",0.0,1788370000.0,0.77,"-24,23%"
BCAL6,0.28,-1.7,-0.07,1.946,"0,00%",13.03,-0.09,38.77,-0.07,452.65,452.65,"5,02%","-114,49%",0.01,"38,97%","4,10%",0.0,-290863000.0,-0.74,"37,74%"
DJON4,0.18,-1.7,0.22,-0.956,"0,00%",0.166,-1.29,-1.42,-0.85,-1.98,-1.98,"67,37%","56,33%",0.24,"-12,02%","-12,84%",0.0,2702000.0,0.09,"45,19%"
SPRI6,11.0,-1.68,1.24,0.0,"0,00%",1.196,2.33,-3.21,2.47,-2.86,-2.88,"0,00%","0,00%",66.47,"-42,86%","-73,82%",0.0,22420000.0,0.0,"-7,33%"
BLUT4,1.52,-1.66,0.14,0.0,"0,00%",0.041,-0.22,-12.69,-0.06,-23.74,-23.74,"0,00%","0,00%",0.0,"-0,33%","-8,24%",10453.2,56569000.0,0.12,"0,00%"
GLOB4,30.49,-1.62,0.65,0.096,"0,00%",0.09,-0.61,1.99,-0.2,6.81,3.84,"4,81%","-5,91%",0.74,"6,25%","-40,32%",0.0,4434000000.0,1.95,"4,63%"
ARLA3,2.47,-1.62,-0.45,1.562,"0,00%",0.323,-0.22,-4.92,-0.21,-16.06,-16.06,"-31,72%","-96,55%",0.1,"-13,71%","28,00%",0.0,-24319000.0,-1.02,"-47,46%"
SPRI3,10.51,-1.61,1.19,0.0,"0,00%",1.143,2.23,-3.07,2.36,-2.72,-2.74,"0,00%","0,00%",66.47,"-42,86%","-73,82%",0.0,22420000.0,0.0,"-7,33%"
SCLO4,0.41,-1.6,-2.44,0.0,"0,00%",21.108,-2.24,-2.79,-2.22,-2.98,-2.98,"0,00%","0,00%",0.01,"-782,59%","152,53%",0.0,-161253.0,-0.17,"0,00%"
SDIA4,6.42,-1.59,9.41,0.397,"0,00%",0.418,-3.29,9.53,-0.83,23.15,23.15,"4,16%","-25,09%",0.78,"5,89%","-590,66%",0.0,459230000.0,17.27,"13,42%"
SDIA3,6.42,-1.59,9.41,0.397,"0,00%",0.418,-3.29,9.53,-0.83,23.15,23.15,"4,16%","-25,09%",0.78,"5,89%","-590,66%",0.0,459230000.0,17.27,"13,42%"
DUQE3,28.0,-1.58,-11.29,12.103,"0,00%",0.428,-0.74,-1.65,-0.57,-2.7,-2.98,"-732,92%","-767,60%",0.33,"-28,21%","715,74%",0.0,-6987000.0,-7.19,"-42,70%"
ESTR3,12.0,-1.42,-0.18,0.607,"0,00%",0.332,-0.17,-24.63,-0.14,-46.03,-96.57,"-2,46%","-42,60%",0.22,"-1,60%","12,38%",27.91,-549899000.0,-0.15,"9,53%"
SPRI5,8.52,-1.3,0.96,0.0,"0,00%",0.927,1.81,-2.49,1.91,-2.14,-2.15,"0,00%","0,00%",66.47,"-42,86%","-73,82%",0.0,22420000.0,0.0,"-7,33%"
TXRX3,9.0,-1.28,-0.11,0.239,"0,00%",0.181,-0.18,358.23,-0.08,3151.51,71.25,"0,07%","-18,70%",0.32,"0,07%","8,34%",0.0,-359822000.0,-0.83,"16,24%"
IDVL4,2.67,-1.26,1.16,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-91,76%",0.0,237683000.0,0.0,"0,00%"
JFEN3,2.55,-1.22,-0.08,0.64,"0,00%",0.049,-0.22,-0.74,-0.05,-8.79,-8.97,"-86,07%","-57,56%",0.78,"-7,27%","6,43%",148178.0,-683911000.0,-0.89,"24,41%"
PMET6,0.2,-1.21,-0.05,1.39,"0,00%",9.307,-0.07,27.69,-0.05,441.57,441.57,"5,02%","-114,49%",0.01,"38,97%","4,10%",0.0,-290863000.0,-0.74,"37,74%"
CTSA4,2.12,-1.2,0.26,0.547,"0,00%",0.093,1.14,-1.01,-0.28,-4.02,-4.94,"-54,35%","-45,69%",1.37,"-10,65%","-21,36%",311054.0,230512000.0,0.91,"-24,78%"
LIGH3,16.66,-1.17,6.1,0.534,"0,00%",0.339,-0.61,-3.14,-0.41,-7.41,-10.8,"-17,00%","-45,54%",0.18,"-11,69%","-520,24%",0.0,1072860000.0,8.31,"3,50%"
VIVR3,5.04,-1.16,5.97,1.439,"0,00%",0.392,19.44,-4.0,-0.87,-3.81,-3.93,"-35,97%","-124,12%",1.04,"-11,03%","-514,44%",1311070.0,19987000.0,0.97,"2,88%"
LGLO4,100.0,-1.05,0.65,0.225,"0,00%",0.192,-0.32,-1.24,-0.32,-2.13,-2.13,"-18,10%","-21,47%",0.14,"-18,37%","-62,51%",0.0,5191000.0,0.49,"-11,42%"
IDVL3,2.16,-1.02,0.93,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-91,76%",0.0,237683000.0,0.0,"0,00%"
FHER3,7.56,-1.01,10.44,0.075,"0,00%",0.143,1.0,-1.08,-0.59,-0.97,-1.09,"-6,88%","-7,38%",1.24,"-24,47%","-1.033,75%",76992.5,38987000.0,0.05,"49,83%"
DHBI3,19.0,-0.83,-0.17,0.869,"0,00%",0.343,-0.16,-3.68,-0.13,-24.58,-59.55,"-23,58%","-154,81%",0.12,"-10,50%","21,03%",0.0,-456340000.0,-0.99,"-23,62%"
LETO5,2.06,-0.83,-0.14,0.0,"0,00%",0.248,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","17,05%",0.0,-58642000.0,0.0,"-17,38%"
IENG3,0.15,-0.81,0.99,1.717,"0,00%",0.11,-1.17,3.88,-0.3,25.11,25.11,"44,29%","-224,61%",0.85,"2,84%","-122,41%",0.0,52234000.0,5.45,"8,13%"
FRTA3,1.91,-0.69,-0.05,0.522,"0,00%",0.13,-0.04,-1.14,-0.04,-20.07,-21.86,"-45,64%","-75,70%",0.03,"-16,16%","7,67%",14713.3,-74222000.0,-0.88,"-4,37%"
LATM11,28.65,-0.68,0.02,0.006,"0,00%",0.003,-0.02,0.05,0.0,7.74,7.74,"11,46%","-0,39%",0.49,"6,55%","-2,37%",0.0,11357000000.0,2.92,"16,69%"
CELM3,15.0,-0.67,-0.16,0.257,"0,00%",0.132,-0.21,-1.02,-0.1,-4.26,-4.26,"-25,14%","-38,36%",0.44,"-15,60%","23,41%",0.0,-11104000.0,-0.66,"5,80%"
BAHI11,2.0,-0.65,1.22,0.14,"0,00%",0.085,-0.22,-3.99,-0.1,-17.47,46.28,"-3,51%","-22,11%",0.13,"-2,19%","-188,32%",0.0,43092000.0,4.38,"63,05%"
IENG5,0.12,-0.65,0.79,1.374,"0,00%",0.088,-0.93,3.1,-0.24,24.33,24.33,"44,29%","-224,61%",0.85,"2,84%","-122,41%",0.0,52234000.0,5.45,"8,13%"
BHIA3,10.92,-0.58,0.23,0.034,"0,00%",0.032,-0.22,0.71,-0.07,5.53,3.12,"4,81%","-5,91%",0.74,"6,25%","-40,32%",51905500.0,4434000000.0,1.95,"4,63%"
BRPR3,131.17,-0.57,0.05,0.695,"3.299,44%",0.038,1.73,12.11,-0.49,-3.7,-2.55,"5,74%","-123,98%",1.12,"0,35%","-9,34%",0.0,1136910000.0,0.07,"-25,05%"
CTSA8,1.0,-0.57,0.12,0.258,"0,00%",0.044,0.54,-0.48,-0.13,-3.48,-4.28,"-54,35%","-45,69%",1.37,"-10,65%","-21,36%",0.0,230512000.0,0.91,"-24,78%"
INEP3,4.24,-0.51,-0.1,20.056,"0,00%",0.151,-0.15,-3.07,-0.06,-17.8,-19.4,"-652,32%","-3.745,68%",0.08,"-5,20%","20,32%",310927.0,-1806160000.0,-0.5,"-8,47%"
CTNM3,7.71,-0.5,0.98,0.196,"0,00%",0.072,-0.23,-0.59,-0.13,-3.31,-4.49,"-33,48%","-70,52%",0.49,"-14,43%","-197,20%",5710.35,240294000.0,5.43,"-4,20%"
ESTR4,4.17,-0.5,-0.06,0.211,"0,00%",0.115,-0.06,-8.56,-0.05,-29.95,-62.84,"-2,46%","-42,60%",0.22,"-1,60%","12,38%",2871.84,-549899000.0,-0.15,"9,53%"
REEM4,4.63,-0.48,-0.08,0.197,"0,00%",0.137,-0.14,-4.33,-0.07,-3.84,-6.01,"-4,54%","-40,65%",0.45,"4,61%","15,78%",0.0,-372708000.0,0.0,"-13,59%"
CCXC3,1.16,-0.48,-0.04,0.0,"0,00%",0.185,0.0,-0.65,0.0,-0.52,-0.52,"0,00%","0,00%",0.0,"0,00%","7,85%",0.0,-52699000.0,0.0,"0,00%"
LIGT3,6.47,-0.46,0.79,0.181,"0,00%",0.103,-0.22,-1.69,-0.15,-7.89,-17.25,"-10,70%","-39,79%",0.29,"-7,06%","-173,47%",6050010.0,3048560000.0,3.46,"2,32%"
GPIV33,2.65,-0.4,0.22,-0.451,"0,00%",0.071,0.67,-0.37,-1.0,0.1,0.1,"121,82%","151,42%",1.38,"-30,70%","-54,77%",163902.0,960398000.0,0.89,"123,96%"
DOCA3,11.0,-0.4,-0.03,-3.064,"0,00%",0.03,-0.32,-0.26,-0.02,-6.86,-6.76,"1.165,92%","636,17%",0.61,"-12,48%","8,24%",0.0,-390317000.0,-0.82,"-38,80%"
FGUI4,0.38,-0.39,-0.07,0.507,"0,00%",0.798,-0.07,-1.83,-0.06,-14.24,-14.24,"-27,72%","-129,00%",0.04,"-60,74%","17,32%",0.0,-222024000.0,-0.46,"2,13%"
TXRX4,2.74,-0.39,-0.03,0.073,"0,00%",0.055,-0.06,109.06,-0.02,2902.34,65.61,"0,07%","-18,70%",0.32,"0,07%","8,34%",8696.95,-359822000.0,-0.83,"16,24%"
INEP4,3.2,-0.39,-0.08,15.137,"0,00%",0.114,-0.11,-2.32,-0.05,-17.04,-18.58,"-652,32%","-3.745,68%",0.08,"-5,20%","20,32%",166423.0,-1806160000.0,-0.5,"-8,47%"
PCAR3,4.02,-0.35,0.22,1.602,"0,00%",0.048,0.57,-3.89,-0.11,-12.18,15.1,"-41,15%","-426,84%",1.32,"-1,69%","-61,20%",33227600.0,5016000000.0,1.21,"-60,47%"
WISA4,0.25,-0.35,-0.01,0.219,"0,00%",0.029,-0.06,-0.31,-0.01,-19.27,-19.27,"-71,41%","-62,75%",0.18,"-9,78%","2,39%",0.0,-205386000.0,-0.52,"-48,66%"
AVLL3,5.2,-0.33,-0.23,0.386,"0,00%",0.111,-0.16,7.87,-0.09,61.73,50.58,"4,90%","-118,28%",0.28,"1,62%","71,88%",12436.5,-636418000.0,-1.81,"15,55%"
AMAR3,3.4,-0.32,2.16,0.104,"0,00%",0.094,-0.71,-2.41,-0.17,-13.93,10.4,"-4,32%","-32,42%",0.75,"-5,38%","-673,21%",3522680.0,107804000.0,12.27,"-2,34%"
LETO3,0.8,-0.32,-0.05,0.0,"0,00%",0.096,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","17,05%",0.0,-58642000.0,0.0,"-17,38%"
WISA3,0.2,-0.28,-0.01,0.175,"0,00%",0.023,-0.05,-0.25,-0.01,-19.21,-19.21,"-71,41%","-62,75%",0.18,"-9,78%","2,39%",0.0,-205386000.0,-0.52,"-48,66%"
VVAR11,14.58,-0.26,0.1,0.015,"0,00%",0.014,-0.1,0.32,-0.03,5.13,2.89,"4,81%","-5,91%",0.74,"6,25%","-40,32%",0.0,4434000000.0,1.95,"4,63%"
VVAR4,4.84,-0.26,0.1,0.015,"0,00%",0.014,-0.1,0.32,-0.03,5.13,2.89,"4,81%","-5,91%",0.74,"6,25%","-40,32%",0.0,4434000000.0,1.95,"4,63%"
SEQL3,0.37,-0.25,1.03,0.127,"0,00%",0.077,-0.54,-0.36,-0.11,-3.05,-5.36,"-35,25%","-50,03%",0.64,"-23,23%","-404,55%",3332060.0,126809000.0,7.77,"-14,83%"
